rating,searchterm,address,types,name,id,rating_n,populartimes,coordinates
3.8,"Blooie's Roadhouse 428 Upper Bukit Timah Rd, Singapore 678054","428 Upper Bukit Timah Rd, Singapore 678054","['restaurant', 'food', 'point_of_interest', 'establishment']",Blooie's Roadhouse,ChIJUQ6ZYlEQ2jER_uarzrtyGsA,29,"[{'data': [19, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 13, 13, 13, 12, 13, 20, 34, 50, 59, 55, 41], 'name': 'Monday'}, {'data': [25, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 15, 13, 9, 13, 25, 37, 48, 54, 52, 47, 37], 'name': 'Tuesday'}, {'data': [25, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 13, 22, 26, 25, 19, 18, 25, 44, 68, 83, 79, 58], 'name': 'Wednesday'}, {'data': [33, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 19, 15, 9, 15, 31, 50, 61, 62, 63, 69, 68], 'name': 'Thursday'}, {'data': [48, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 6, 9, 12, 18, 26, 37, 54, 72, 86, 90, 81], 'name': 'Friday'}, {'data': [63, 43, 25, 0, 0, 0, 0, 0, 0, 0, 0, 9, 19, 25, 23, 18, 15, 19, 34, 56, 79, 95, 100, 88], 'name': 'Saturday'}, {'data': [66, 44, 25, 0, 0, 0, 0, 0, 0, 0, 0, 6, 15, 25, 30, 26, 18, 18, 30, 55, 77, 80, 63, 38], 'name': 'Sunday'}]","{'lat': 1.3590859, 'lng': 103.7676875}"
3.2,"Choon Seng Hng 1 Choa Chu Kang Grove, #02-02 , ITE College West, Singapore 688236","1 Choa Chu Kang Grove, #02-02 , ITE College West, Singapore 688236","['restaurant', 'food', 'point_of_interest', 'establishment']",Choon Seng Hng,ChIJd9CZELsR2jERqCsxeryfEU0,6,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 28, 48, 14, 0, 0, 0, 1, 16, 46, 41, 10, 1, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 17, 19, 10, 0, 0, 5, 23, 50, 48, 19, 3, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 14, 12, 5, 0, 0, 1, 16, 39, 37, 14, 1, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 16, 19, 14, 0, 0, 8, 23, 41, 39, 23, 7, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14, 19, 10, 0, 0, 8, 19, 28, 30, 19, 8, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16, 19, 16, 0, 0, 12, 50, 100, 98, 48, 12, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 44, 51, 28, 0, 0, 53, 87, 92, 64, 30, 8, 0], 'name': 'Sunday'}]","{'lat': 1.3756922, 'lng': 103.7521738}"
3.2,"McDonald's 144 Upper Bukit Timah Road, #01-39 & #01-40, Beauty World Centre, Singapore 588177","144 Upper Bukit Timah Road, #01-39 & #01-40, Beauty World Centre, Singapore 588177","['restaurant', 'food', 'point_of_interest', 'establishment']",McDonald's,ChIJHVIuaooQ2jERWE7QqCmJjQE,37,"[{'data': [16, 5, 0, 0, 0, 0, 6, 9, 15, 20, 26, 32, 38, 41, 43, 43, 41, 38, 34, 35, 47, 67, 77, 62], 'name': 'Monday'}, {'data': [33, 11, 0, 0, 0, 0, 1, 20, 42, 39, 27, 31, 41, 48, 50, 45, 37, 31, 33, 44, 62, 76, 77, 63], 'name': 'Tuesday'}, {'data': [41, 20, 0, 0, 0, 0, 14, 26, 30, 26, 27, 36, 47, 54, 54, 47, 36, 29, 31, 48, 74, 92, 87, 62], 'name': 'Wednesday'}, {'data': [32, 10, 0, 0, 0, 0, 3, 7, 14, 22, 30, 39, 46, 50, 52, 50, 46, 40, 38, 43, 61, 85, 99, 88], 'name': 'Thursday'}, {'data': [60, 28, 0, 0, 0, 0, 3, 17, 30, 27, 31, 40, 49, 55, 57, 55, 50, 44, 41, 47, 66, 89, 100, 86], 'name': 'Friday'}, {'data': [56, 26, 0, 0, 0, 0, 11, 19, 28, 39, 49, 58, 63, 65, 63, 57, 48, 41, 39, 44, 57, 71, 77, 69], 'name': 'Saturday'}, {'data': [50, 29, 0, 0, 0, 0, 4, 15, 30, 47, 60, 68, 67, 63, 58, 57, 57, 58, 58, 57, 57, 53, 44, 30], 'name': 'Sunday'}]","{'lat': 1.3422905, 'lng': 103.7761285}"
3.7,"Domino's Woodlands Blk 166 Woodlands St 13, #02-525, Singapore 730166","Blk 166 Woodlands St 13, #02-525, Singapore 730166","['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",Domino's Woodlands,ChIJd2cVtawT2jERMzKJ4BcjGmY,12,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 27, 38, 44, 44, 33, 22, 22, 44, 66, 50, 33, 27, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 50, 55, 33, 22, 38, 50, 44, 38, 38, 50, 50, 50, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 33, 33, 27, 27, 44, 55, 44, 44, 72, 100, 88, 44, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 16, 27, 33, 27, 22, 27, 38, 50, 44, 44, 66, 27, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 22, 27, 33, 38, 44, 50, 61, 61, 66, 66, 66, 55, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 11, 22, 33, 38, 38, 33, 33, 44, 55, 66, 66, 55, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 11, 16, 27, 38, 44, 50, 50, 55, 55, 50, 33, 0], 'name': 'Sunday'}]","{'lat': 1.434212, 'lng': 103.775468}"
4.1,"Rasa Istimewa C2K Restaurant 26 Choa Chu Kang Dr, Choa Chu Kang Park, Singapore 689719","26 Choa Chu Kang Dr, Choa Chu Kang Park, Singapore 689719","['restaurant', 'food', 'point_of_interest', 'establishment']",Rasa Istimewa C2K Restaurant,ChIJcXN-AuwR2jERjUaP2C9Gphs,62,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 2, 1, 4, 13, 28, 43, 46, 36, 19, 7], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 5, 5, 5, 8, 21, 41, 54, 48, 28, 11], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 6, 4, 6, 15, 30, 46, 55, 50, 35, 19], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11, 10, 2, 2, 10, 27, 49, 61, 51, 29, 11], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 6, 3, 4, 14, 34, 56, 67, 66, 52, 27], 'name': 'Friday'}, {'data': [8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 9, 9, 11, 24, 49, 79, 94, 83, 54, 30], 'name': 'Saturday'}, {'data': [19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16, 24, 27, 27, 37, 65, 94, 100, 73, 37, 13], 'name': 'Sunday'}]","{'lat': 1.3883878, 'lng': 103.7463212}"
3.9,"Habib Family Restaurant Bukit Batok 374 Bukit Batok Street 31, HDB Bukit Batok, Singapore 650374","374 Bukit Batok Street 31, HDB Bukit Batok, Singapore 650374","['restaurant', 'food', 'point_of_interest', 'establishment']",Habib Family Restaurant Bukit Batok,ChIJ2XAPSDYQ2jEROm78Hw5Pgos,69,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 11, 16, 22, 22, 27, 27, 22, 22, 16, 22, 38, 55, 50, 22], 'name': 'Monday'}, {'data': [5, 0, 0, 0, 0, 0, 0, 5, 11, 16, 22, 22, 22, 16, 16, 11, 16, 33, 50, 61, 61, 44, 27, 16], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 16, 27, 33, 27, 16, 5, 11, 38, 72, 77, 66, 72, 72, 55], 'name': 'Wednesday'}, {'data': [33, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 5, 5, 11, 22, 38, 55, 66, 66, 55, 61, 72, 44], 'name': 'Thursday'}, {'data': [11, 0, 0, 0, 0, 0, 0, 5, 5, 11, 11, 16, 16, 16, 11, 11, 22, 50, 61, 44, 33, 66, 100, 100], 'name': 'Friday'}, {'data': [72, 0, 0, 0, 0, 0, 0, 16, 33, 38, 27, 27, 27, 33, 33, 27, 16, 16, 22, 38, 55, 61, 61, 44], 'name': 'Saturday'}, {'data': [27, 0, 0, 0, 0, 0, 0, 5, 27, 22, 27, 38, 44, 50, 44, 33, 27, 27, 44, 66, 77, 72, 44, 22], 'name': 'Sunday'}]","{'lat': 1.3581629, 'lng': 103.7507487}"
4.1,"O.BBa BBQ Bukit Timah 19 Cheong Chin Nam Rd, Singapore 599743","19 Cheong Chin Nam Rd, Singapore 599743","['grocery_or_supermarket', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",O.BBa BBQ Bukit Timah,ChIJ47ET1WEQ2jERXN5T1RcyCQo,30,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20, 41, 48, 37, 17, 10], 'name': 'Monday'}, {'data': [13, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 37, 51, 48, 34, 17], 'name': 'Tuesday'}, {'data': [6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 17, 3, 0, 0, 6, 24, 44, 41, 31, 31, 24], 'name': 'Wednesday'}, {'data': [10, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 13, 10, 0, 0, 0, 10, 44, 58, 31, 13, 17], 'name': 'Thursday'}, {'data': [20, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 13, 6, 0, 0, 6, 41, 100, 100, 44, 24, 24], 'name': 'Friday'}, {'data': [17, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 6, 6, 6, 17, 37, 58, 55, 31, 17, 24], 'name': 'Saturday'}, {'data': [27, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 17, 6, 3, 13, 41, 72, 75, 48, 17, 0], 'name': 'Sunday'}]","{'lat': 1.3432418, 'lng': 103.7749204}"
3.9,"Hakata Japanese Restaurant @ NeWest 1 West Coast Drive, #01-93/70 NEWest, Singapore 128020","1 West Coast Drive, #01-93/70 NEWest, Singapore 128020","['restaurant', 'food', 'point_of_interest', 'establishment']",Hakata Japanese Restaurant @ NeWest,ChIJd0jKulUF2jERzRvrkyRc5ao,26,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 47, 60, 37, 0, 0, 0, 47, 76, 50, 21, 19, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 47, 27, 21, 0, 0, 0, 29, 50, 56, 41, 19, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 56, 64, 35, 0, 0, 0, 31, 49, 60, 54, 37, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 56, 72, 29, 0, 0, 0, 33, 58, 70, 58, 35, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 27, 45, 35, 0, 0, 0, 72, 100, 80, 41, 23, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 29, 33, 23, 0, 0, 0, 72, 100, 86, 47, 15, 0], 'name': 'Sunday'}]","{'lat': 1.316577, 'lng': 103.757725}"
4.1,"Green on Earth Vegetarian Cafe 2 Phoenix Rd, Singapore 668156","2 Phoenix Rd, Singapore 668156","['restaurant', 'food', 'point_of_interest', 'establishment']",Green on Earth Vegetarian Cafe,ChIJMZFqQ7kR2jERewwgbz_9dxo,20,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 15, 17, 12, 7, 10, 28, 49, 52, 33, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 10, 8, 7, 3, 5, 19, 42, 49, 28, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19, 12, 5, 5, 5, 12, 28, 38, 26, 10, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12, 14, 8, 5, 5, 7, 12, 31, 43, 21, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 10, 8, 7, 7, 12, 29, 45, 42, 22, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 24, 29, 26, 17, 8, 10, 33, 64, 66, 35, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 26, 28, 24, 17, 21, 45, 85, 100, 70, 29, 0, 0], 'name': 'Sunday'}]","{'lat': 1.3773831, 'lng': 103.7568998}"
3.9,"McDonald's - Jurong Green CC 6A Jurong West Avenue 1, Jurong Green Community Center, Singapore 649520","6A Jurong West Avenue 1, Jurong Green Community Center, Singapore 649520","['restaurant', 'food', 'point_of_interest', 'establishment']",McDonald's - Jurong Green CC,ChIJpQm_0t4P2jER6iehdBcDAbc,18,"[{'data': [0, 0, 0, 0, 0, 0, 3, 3, 6, 10, 17, 24, 31, 34, 31, 27, 24, 20, 24, 27, 27, 27, 24, 17], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 3, 10, 20, 27, 27, 24, 20, 20, 24, 31, 31, 27, 20, 17, 20, 34, 31, 10], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 6, 31, 27, 10, 6, 10, 17, 20, 24, 24, 24, 27, 37, 48, 51, 51, 41, 27], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 3, 3, 10, 13, 20, 27, 27, 27, 24, 20, 13, 13, 24, 41, 41, 41, 37, 17], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 6, 6, 10, 13, 17, 17, 20, 24, 24, 24, 24, 20, 20, 24, 41, 68, 93, 86], 'name': 'Friday'}, {'data': [58, 27, 0, 0, 0, 0, 0, 6, 10, 13, 20, 27, 34, 37, 41, 41, 41, 37, 34, 34, 48, 68, 93, 100], 'name': 'Saturday'}, {'data': [86, 55, 0, 0, 0, 0, 3, 6, 17, 27, 34, 41, 44, 41, 34, 24, 17, 20, 37, 55, 51, 62, 72, 27], 'name': 'Sunday'}]","{'lat': 1.3506471, 'lng': 103.7253406}"
4.2,"Chin Huat Blk 105 Clementi St 12, #01-30, Singapore 120105","Blk 105 Clementi St 12, #01-30, Singapore 120105","['restaurant', 'food', 'point_of_interest', 'establishment']",Chin Huat,ChIJxescUYEa2jERQAF3aQjd56U,124,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 15, 8, 0, 0, 4, 19, 40, 44, 26, 8, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 10, 6, 0, 0, 10, 23, 35, 33, 20, 8, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 9, 6, 0, 0, 2, 19, 48, 49, 21, 3, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 15, 13, 0, 0, 5, 20, 42, 50, 35, 14, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10, 10, 9, 0, 0, 12, 33, 59, 66, 44, 18, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11, 14, 9, 0, 0, 13, 44, 86, 100, 68, 28, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 15, 19, 13, 0, 0, 23, 53, 75, 65, 35, 12, 0], 'name': 'Sunday'}]","{'lat': 1.32259, 'lng': 103.769635}"
2.9,"Prata Wala 63 Jurong West Central 3, Singapore 648331","63 Jurong West Central 3, Singapore 648331","['restaurant', 'food', 'point_of_interest', 'establishment']",Prata Wala,ChIJJ5LbK5MP2jERZktBd2oQxpM,55,"[{'data': [0, 0, 0, 0, 0, 0, 0, 15, 21, 5, 5, 5, 10, 10, 5, 0, 5, 5, 15, 31, 47, 47, 31, 10], 'name': 'Monday'}, {'data': [5, 0, 0, 0, 0, 0, 5, 5, 5, 10, 15, 15, 15, 15, 10, 5, 5, 10, 21, 42, 57, 63, 52, 31], 'name': 'Tuesday'}, {'data': [10, 5, 5, 0, 0, 5, 5, 10, 15, 21, 26, 26, 26, 21, 10, 5, 5, 15, 36, 52, 47, 42, 47, 36], 'name': 'Wednesday'}, {'data': [15, 5, 0, 0, 0, 5, 21, 31, 21, 10, 5, 10, 10, 10, 10, 10, 5, 5, 5, 31, 68, 84, 57, 21], 'name': 'Thursday'}, {'data': [5, 0, 0, 0, 0, 5, 10, 21, 21, 15, 21, 26, 26, 21, 15, 5, 5, 10, 26, 47, 63, 68, 57, 42], 'name': 'Friday'}, {'data': [21, 5, 0, 0, 0, 0, 5, 5, 10, 21, 26, 36, 36, 36, 26, 21, 15, 21, 42, 73, 89, 100, 94, 68], 'name': 'Saturday'}, {'data': [31, 5, 5, 0, 0, 0, 0, 5, 5, 5, 10, 21, 26, 26, 31, 36, 52, 57, 57, 68, 78, 68, 36, 10], 'name': 'Sunday'}]","{'lat': 1.3392467, 'lng': 103.705417}"
4.1,"sinaran seafood and catering #01-170, 26 Teck Whye Ln, Block 26, Singapore 680026","#01-170, 26 Teck Whye Ln, Block 26, Singapore 680026","['restaurant', 'food', 'point_of_interest', 'establishment']",sinaran seafood and catering,ChIJachyI7kR2jERSFpre7YXAeQ,17,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 11, 12, 12, 12, 17, 28, 33, 48, 62, 30, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 13, 16, 13, 8, 7, 14, 33, 54, 60, 48, 25, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 12, 16, 14, 12, 12, 18, 35, 56, 67, 58, 35, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 9, 11, 12, 12, 14, 25, 45, 60, 51, 28, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 11, 12, 13, 14, 16, 22, 37, 61, 79, 72, 49, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 11, 13, 14, 16, 16, 18, 29, 60, 93, 87, 46, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 29, 35, 35, 30, 28, 40, 70, 100, 100, 69, 32, 0], 'name': 'Sunday'}]","{'lat': 1.37767, 'lng': 103.755567}"
4.1,"G7 Sinma Claypot 5 Cheong Chin Nam Rd, Singapore 599730","5 Cheong Chin Nam Rd, Singapore 599730","['restaurant', 'food', 'point_of_interest', 'establishment']",G7 Sinma Claypot,ChIJp4Lad4oQ2jER6G_wVxphhyQ,34,"[{'data': [18, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 3, 6, 6, 6, 12, 38, 58, 40, 25, 24], 'name': 'Monday'}, {'data': [20, 14, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 14, 6, 2, 2, 10, 24, 40, 44, 38, 31, 25], 'name': 'Tuesday'}, {'data': [19, 12, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 33, 25, 12, 12, 23, 37, 50, 58, 58, 48, 35], 'name': 'Wednesday'}, {'data': [20, 10, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 11, 9, 3, 1, 7, 31, 57, 50, 40, 40, 35], 'name': 'Thursday'}, {'data': [23, 11, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 9, 9, 11, 20, 36, 55, 70, 72, 62, 48], 'name': 'Friday'}, {'data': [36, 25, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 16, 18, 15, 15, 29, 62, 88, 81, 66, 58, 51], 'name': 'Saturday'}, {'data': [38, 23, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 36, 33, 23, 22, 40, 74, 100, 96, 72, 48, 29], 'name': 'Sunday'}]","{'lat': 1.3425203, 'lng': 103.7751307}"
3.9,"Gayageum Korean Family Restaurant 170 Upper Bukit Timah Rd, #B2-14, Bukit Timah Shopping Centre, Singapore 588179","170 Upper Bukit Timah Rd, #B2-14, Bukit Timah Shopping Centre, Singapore 588179","['restaurant', 'food', 'point_of_interest', 'establishment']",Gayageum Korean Family Restaurant,ChIJ-5a9fIoQ2jERGAUbBoxL2xk,11,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 47, 52, 47, 0, 0, 11, 58, 58, 41, 29, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 29, 41, 41, 0, 0, 23, 41, 47, 58, 64, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 47, 64, 58, 0, 0, 52, 58, 29, 29, 76, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 35, 52, 52, 0, 0, 29, 41, 58, 58, 58, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 41, 35, 23, 0, 0, 58, 70, 70, 58, 35, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 52, 64, 58, 0, 0, 64, 100, 100, 64, 23, 0, 0], 'name': 'Sunday'}]","{'lat': 1.3432329, 'lng': 103.7759852}"
3.8,"Niqqi's The Cheese Prata Shop 18 Clementi Rd, Singapore 129747","18 Clementi Rd, Singapore 129747","['restaurant', 'food', 'point_of_interest', 'establishment']",Niqqi's The Cheese Prata Shop,ChIJS44NPfwa2jERH1ygoIgk05w,88,"[{'data': [44, 33, 23, 19, 26, 34, 36, 23, 11, 6, 8, 12, 12, 11, 6, 4, 4, 5, 11, 20, 33, 47, 58, 62], 'name': 'Monday'}, {'data': [58, 48, 34, 25, 27, 26, 26, 26, 25, 23, 22, 19, 18, 15, 13, 11, 9, 9, 11, 15, 29, 52, 81, 100], 'name': 'Tuesday'}, {'data': [94, 72, 48, 33, 22, 33, 47, 47, 31, 19, 16, 19, 19, 15, 11, 8, 8, 12, 19, 29, 40, 50, 55, 55], 'name': 'Wednesday'}, {'data': [50, 41, 30, 22, 23, 25, 27, 26, 19, 11, 5, 8, 23, 30, 16, 4, 1, 2, 8, 16, 27, 43, 55, 62], 'name': 'Thursday'}, {'data': [61, 51, 38, 27, 33, 26, 26, 27, 26, 26, 23, 20, 16, 13, 11, 8, 6, 8, 12, 20, 33, 45, 56, 59], 'name': 'Friday'}, {'data': [56, 56, 69, 58, 50, 45, 41, 37, 31, 26, 22, 19, 16, 15, 13, 12, 12, 12, 13, 18, 26, 38, 51, 61], 'name': 'Saturday'}, {'data': [66, 66, 61, 55, 29, 38, 41, 47, 55, 56, 50, 38, 25, 13, 6, 2, 2, 4, 9, 18, 29, 40, 48, 50], 'name': 'Sunday'}]","{'lat': 1.2928879, 'lng': 103.768677}"
3.2,"Kings Indian Banana Leaf Restaurant 810 Upper Bukit Timah Rd, Singapore 678145 Upper Bukit Timah Rd, Singapore 678145","810 Upper Bukit Timah Rd, Singapore 678145 Upper Bukit Timah Rd, Singapore 678145","['restaurant', 'food', 'point_of_interest', 'establishment']",Kings Indian Banana Leaf Restaurant,ChIJpf0oBbAR2jERakdRqym-qWs,32,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20, 37, 46, 35, 16, 5, 8, 30, 63, 72, 45, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 27, 46, 51, 37, 20, 13, 25, 50, 68, 60, 35, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 20, 36, 48, 46, 34, 22, 29, 53, 74, 65, 36, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22, 56, 70, 45, 16, 10, 22, 44, 58, 51, 32, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 30, 73, 91, 60, 21, 7, 21, 53, 79, 69, 36, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 32, 51, 64, 62, 45, 26, 17, 27, 54, 72, 62, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 35, 63, 84, 84, 62, 37, 32, 60, 100, 97, 54, 0, 0], 'name': 'Sunday'}]","{'lat': 1.3733268, 'lng': 103.7631187}"
