rating,searchterm,address,types,name,id,rating_n,populartimes,coordinates
3.8,"Bao Gong XO Fish 721 Clementi West Street 2, Singapore 120721","721 Clementi West Street 2, Singapore 120721","['restaurant', 'food', 'point_of_interest', 'establishment']",Bao Gong XO Fish,ChIJs1HQwu0a2jERMZKGizN-qTk,19,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 45, 36, 0, 0, 0, 27, 53, 65, 59, 45, 30, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 62, 48, 0, 0, 0, 10, 37, 86, 95, 46, 10, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 45, 48, 0, 0, 0, 21, 40, 60, 66, 54, 31, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 43, 42, 0, 0, 0, 16, 48, 86, 93, 62, 24, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 34, 27, 0, 0, 0, 4, 46, 100, 83, 60, 28, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 22, 21, 0, 0, 0, 30, 63, 84, 81, 63, 40, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 34, 34, 0, 0, 0, 37, 71, 96, 90, 59, 25, 0], 'name': 'Sunday'}]","{'lat': 1.3031274, 'lng': 103.7643011}"
4.6,"Aashiq Restaurant 326, Jurong East Street 31, Singapore 600326 Jurong East Street 31, Singapore 600326","326, Jurong East Street 31, Singapore 600326 Jurong East Street 31, Singapore 600326","['restaurant', 'food', 'point_of_interest', 'establishment']",Aashiq Restaurant,ChIJ_0xLmyAQ2jERFnv2OAux8mQ,27,"[{'data': [16, 5, 0, 0, 0, 0, 5, 5, 5, 5, 5, 16, 44, 55, 38, 16, 5, 5, 5, 16, 27, 33, 33, 22], 'name': 'Monday'}, {'data': [11, 5, 5, 0, 0, 0, 0, 0, 5, 5, 5, 11, 11, 11, 5, 5, 5, 16, 38, 55, 50, 33, 27, 50], 'name': 'Tuesday'}, {'data': [50, 11, 5, 0, 0, 0, 0, 0, 5, 5, 5, 11, 16, 16, 16, 11, 5, 5, 5, 16, 44, 77, 100, 94], 'name': 'Wednesday'}, {'data': [61, 22, 5, 0, 0, 0, 0, 5, 5, 5, 16, 27, 33, 27, 16, 5, 5, 5, 16, 44, 11, 5, 22, 55], 'name': 'Thursday'}, {'data': [50, 16, 0, 0, 5, 5, 5, 5, 5, 5, 11, 11, 11, 11, 5, 5, 5, 5, 11, 22, 44, 72, 88, 72], 'name': 'Friday'}, {'data': [33, 5, 5, 0, 0, 0, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 22, 38, 38], 'name': 'Saturday'}, {'data': [22, 5, 0, 0, 0, 0, 5, 5, 5, 5, 5, 11, 11, 16, 16, 11, 11, 5, 5, 5, 11, 33, 50, 38], 'name': 'Sunday'}]","{'lat': 1.3489433, 'lng': 103.7295608}"
4.2,"Ah Hoe Mee Pok 501 W Coast Dr, Singapore","501 W Coast Dr, Singapore","['restaurant', 'food', 'point_of_interest', 'establishment']",Ah Hoe Mee Pok,ChIJRY-Yj5Ma2jERpSXduhiH4z8,30,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 9, 25, 34, 43, 84, 89, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 1, 7, 19, 39, 62, 72, 65, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 4, 16, 39, 62, 78, 83, 69, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 4, 18, 37, 53, 66, 90, 83, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 6, 16, 34, 45, 42, 57, 100, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Sunday'}]","{'lat': 1.3124208, 'lng': 103.759223}"
4.2,"Ssikkek Korean BBQ Restaurant #01-21/22, 1 Woodlands Rd, Singapore 677899","#01-21/22, 1 Woodlands Rd, Singapore 677899","['restaurant', 'food', 'point_of_interest', 'establishment']",Ssikkek Korean BBQ Restaurant,ChIJTXT5XbwR2jER2bIWwTIL_4g,5,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 13, 5, 2, 0, 2, 16, 33, 38, 22, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19, 22, 11, 0, 0, 5, 33, 63, 50, 13, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22, 33, 19, 2, 2, 13, 47, 72, 52, 16, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 33, 36, 19, 5, 2, 2, 16, 38, 47, 33, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 25, 30, 16, 0, 0, 22, 72, 94, 50, 8, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 25, 33, 22, 5, 8, 33, 75, 94, 63, 22, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 16, 36, 44, 30, 16, 22, 58, 100, 100, 55, 0, 0], 'name': 'Sunday'}]","{'lat': 1.37978, 'lng': 103.760383}"
3.5,"Shaburi & Kintan Buffet 50 Jurong Gateway Rd, 03-11/12, Singapore 608549","50 Jurong Gateway Rd, 03-11/12, Singapore 608549","['restaurant', 'food', 'point_of_interest', 'establishment']",Shaburi & Kintan Buffet,ChIJV3Hp4A4Q2jERm6lv0qhl-BY,20,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 22, 32, 27, 15, 8, 16, 36, 51, 43, 20, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 37, 45, 33, 13, 5, 10, 32, 51, 45, 20, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 38, 60, 45, 16, 6, 18, 51, 80, 67, 30, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 30, 41, 36, 20, 7, 10, 36, 69, 62, 26, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 39, 56, 44, 19, 11, 24, 48, 63, 55, 32, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13, 33, 46, 39, 33, 51, 88, 100, 70, 31, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 41, 75, 58, 23, 22, 49, 77, 78, 50, 20, 0, 0], 'name': 'Sunday'}]","{'lat': 1.3336587, 'lng': 103.7435218}"
4.0,"Spruce Firestation 260 Upper Bukit Timah Road, #01-01, Singapore 588190","260 Upper Bukit Timah Road, #01-01, Singapore 588190","['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",Spruce Firestation,ChIJjy31u14Q2jER1HW1s9hJhrM,135,"[{'data': [14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 31, 44, 43, 31, 19], 'name': 'Monday'}, {'data': [10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 17, 31, 46, 53, 47, 32], 'name': 'Tuesday'}, {'data': [16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 43, 56, 61, 57, 47, 34], 'name': 'Wednesday'}, {'data': [22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 15, 17, 20, 22, 25, 33, 51, 73, 86, 81, 62, 38], 'name': 'Thursday'}, {'data': [18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 19, 23, 23, 22, 23, 33, 56, 80, 93, 98, 100, 82], 'name': 'Friday'}, {'data': [45, 0, 0, 0, 0, 0, 0, 0, 0, 25, 43, 60, 69, 66, 52, 34, 23, 28, 52, 82, 97, 95, 84, 68], 'name': 'Saturday'}, {'data': [45, 0, 0, 0, 0, 0, 0, 0, 0, 29, 48, 65, 73, 67, 52, 38, 30, 33, 41, 50, 53, 49, 38, 25], 'name': 'Sunday'}]","{'lat': 1.34909, 'lng': 103.770732}"
3.6,"Big Box 1 Venture Avenue, Singapore 608521","1 Venture Avenue, Singapore 608521","['shopping_mall', 'car_wash', 'gym', 'storage', 'grocery_or_supermarket', 'health', 'restaurant', 'food', 'furniture_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",Big Box,ChIJPxTAyg4Q2jERoWdMvHYV72U,931,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 36, 41, 35, 29, 32, 41, 47, 43, 31, 16, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 37, 42, 36, 29, 33, 43, 52, 50, 39, 24, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 38, 43, 38, 33, 36, 45, 51, 48, 35, 19, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 41, 45, 40, 34, 35, 46, 55, 55, 43, 25, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 42, 50, 49, 45, 51, 68, 84, 85, 68, 42, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 37, 54, 71, 81, 85, 87, 93, 100, 96, 77, 50, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 39, 59, 79, 90, 93, 93, 96, 98, 87, 63, 35, 0, 0], 'name': 'Sunday'}]","{'lat': 1.331863, 'lng': 103.744751}"
4.0,"Lai Kee Pau 107 Clementi Street 12, Singapore","107 Clementi Street 12, Singapore","['restaurant', 'food', 'point_of_interest', 'establishment']",Lai Kee Pau,ChIJQ4LRrIYa2jERgO2NQq8gImw,7,"[{'data': [0, 0, 0, 0, 0, 0, 2, 8, 11, 17, 34, 56, 67, 58, 37, 20, 19, 32, 46, 40, 22, 7, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 5, 10, 19, 28, 37, 44, 44, 40, 31, 20, 13, 13, 23, 35, 29, 13, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 4, 10, 13, 13, 19, 32, 46, 52, 44, 31, 17, 17, 40, 65, 47, 16, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 4, 14, 23, 23, 26, 41, 59, 64, 49, 28, 14, 20, 49, 64, 40, 11, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 11, 25, 25, 23, 38, 64, 79, 71, 47, 25, 19, 29, 44, 47, 34, 16, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 4, 8, 16, 26, 37, 47, 52, 49, 41, 29, 20, 19, 37, 61, 46, 16, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 2, 14, 40, 65, 76, 77, 77, 71, 55, 35, 26, 44, 83, 100, 70, 29, 0, 0], 'name': 'Sunday'}]","{'lat': 1.322259, 'lng': 103.769978}"
4.0,"Jack's Place Restaurant 12 West Coast Walk, #01-04/05/06, WEST COAST RECREATION CENTRE, Singapore 127157","12 West Coast Walk, #01-04/05/06, WEST COAST RECREATION CENTRE, Singapore 127157","['restaurant', 'food', 'point_of_interest', 'establishment']",Jack's Place Restaurant,ChIJQVpzY40a2jERwymhnA6vDwo,54,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 50, 59, 30, 6, 2, 11, 31, 47, 41, 21, 6, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 55, 55, 28, 9, 8, 19, 31, 40, 34, 21, 9, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 52, 59, 36, 11, 3, 10, 24, 37, 32, 17, 4, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 54, 54, 29, 9, 6, 17, 37, 47, 38, 18, 4, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 53, 70, 55, 29, 18, 27, 43, 52, 45, 28, 11, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 41, 51, 45, 27, 14, 21, 58, 100, 97, 52, 15, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 81, 81, 52, 22, 9, 20, 57, 89, 73, 32, 6, 0], 'name': 'Sunday'}]","{'lat': 1.3099287, 'lng': 103.7640843}"
3.9,"Prata Planet 320 Clementi Ave 4, Singapore 120320","320 Clementi Ave 4, Singapore 120320","['restaurant', 'food', 'point_of_interest', 'establishment']",Prata Planet,ChIJoeKclo8a2jER_iLZQ6bBc5c,154,"[{'data': [0, 0, 0, 0, 0, 0, 0, 11, 23, 31, 36, 41, 45, 44, 37, 27, 22, 25, 38, 54, 61, 53, 35, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 1, 5, 6, 5, 18, 55, 90, 76, 35, 14, 22, 53, 84, 88, 62, 28, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 1, 3, 14, 32, 55, 74, 75, 59, 38, 25, 32, 57, 85, 92, 71, 38, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 2, 9, 18, 32, 50, 64, 71, 64, 51, 37, 36, 55, 80, 85, 59, 27, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 3, 14, 22, 27, 37, 49, 50, 38, 25, 24, 42, 74, 98, 98, 71, 38, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 6, 38, 72, 68, 72, 89, 87, 62, 37, 31, 45, 72, 96, 100, 80, 49, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 15, 44, 80, 98, 90, 75, 66, 59, 49, 41, 44, 62, 83, 90, 76, 48, 0], 'name': 'Sunday'}]","{'lat': 1.3169566, 'lng': 103.7654389}"
2.9,"Prata Wala 63 Jurong West Central 3, Singapore 648331","63 Jurong West Central 3, Singapore 648331","['restaurant', 'food', 'point_of_interest', 'establishment']",Prata Wala,ChIJy64vxOwP2jERepZOMMMSCuQ,55,"[{'data': [0, 0, 0, 0, 0, 0, 0, 15, 21, 5, 5, 5, 10, 10, 5, 0, 5, 5, 15, 31, 47, 47, 31, 10], 'name': 'Monday'}, {'data': [5, 0, 0, 0, 0, 0, 5, 5, 5, 10, 15, 15, 15, 15, 10, 5, 5, 10, 21, 42, 57, 63, 52, 31], 'name': 'Tuesday'}, {'data': [10, 5, 5, 0, 0, 5, 5, 10, 15, 21, 26, 26, 26, 21, 10, 5, 5, 15, 36, 52, 47, 42, 47, 36], 'name': 'Wednesday'}, {'data': [15, 5, 0, 0, 0, 5, 21, 31, 21, 10, 5, 10, 10, 10, 10, 10, 5, 5, 5, 31, 68, 84, 57, 21], 'name': 'Thursday'}, {'data': [5, 0, 0, 0, 0, 5, 10, 21, 21, 15, 21, 26, 26, 21, 15, 5, 5, 10, 26, 47, 63, 68, 57, 42], 'name': 'Friday'}, {'data': [21, 5, 0, 0, 0, 0, 5, 5, 10, 21, 26, 36, 36, 36, 26, 21, 15, 21, 42, 73, 89, 100, 94, 68], 'name': 'Saturday'}, {'data': [31, 5, 5, 0, 0, 0, 0, 5, 5, 5, 10, 21, 26, 26, 31, 36, 52, 57, 57, 68, 78, 68, 36, 10], 'name': 'Sunday'}]","{'lat': 1.3390983, 'lng': 103.7062244}"
4.4,"IO Italian Osteria 4 Hillview Rise, #02-01, HillV2, Singapore 667979","4 Hillview Rise, #02-01, HillV2, Singapore 667979","['restaurant', 'food', 'point_of_interest', 'establishment']",IO Italian Osteria,ChIJjYlQqlMQ2jERNTV5U98WYMY,159,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 20, 26, 21, 11, 8, 16, 29, 40, 40, 30, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 16, 22, 22, 17, 11, 15, 33, 55, 55, 34, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 33, 39, 29, 14, 8, 14, 31, 46, 46, 30, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 28, 34, 23, 9, 5, 14, 36, 59, 62, 43, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 26, 29, 24, 16, 13, 22, 44, 65, 69, 52, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 28, 42, 42, 29, 22, 34, 61, 81, 75, 49, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 23, 50, 66, 52, 27, 17, 37, 77, 100, 79, 38, 0, 0], 'name': 'Sunday'}]","{'lat': 1.363367, 'lng': 103.764398}"
3.8,"KFC 18 Yung Ho Rd, Singapore 618591","18 Yung Ho Rd, Singapore 618591","['restaurant', 'food', 'point_of_interest', 'establishment']",KFC,ChIJvQCp6FUF2jERIYOD-jddkQw,69,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 4, 14, 28, 44, 57, 61, 54, 42, 33, 41, 68, 96, 100, 74, 38, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 2, 9, 20, 35, 50, 59, 58, 50, 41, 45, 65, 87, 92, 85, 74, 51, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 9, 16, 26, 37, 47, 53, 54, 50, 43, 41, 54, 79, 89, 76, 73, 59, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 3, 10, 21, 37, 52, 64, 66, 59, 48, 42, 50, 71, 92, 91, 68, 37, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 3, 10, 24, 43, 64, 78, 80, 69, 54, 51, 71, 95, 89, 69, 71, 64, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 8, 16, 26, 38, 49, 57, 60, 57, 53, 57, 73, 83, 77, 82, 77, 41, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 4, 9, 18, 28, 40, 49, 54, 54, 51, 51, 61, 81, 97, 91, 64, 33, 0], 'name': 'Sunday'}]","{'lat': 1.326232, 'lng': 103.7237961}"
4.3,"Cheval Cafe/Bar/Bistro 1 Equestrian Walk, Singapore Turf Club Riding Centre, Singapore 737863","1 Equestrian Walk, Singapore Turf Club Riding Centre, Singapore 737863","['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",Cheval Cafe/Bar/Bistro,ChIJde_Sl0kS2jERbyHYOmhy2u0,57,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 14, 17, 18, 19, 18, 19, 24, 33, 42, 45, 43, 35], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 15, 19, 16, 14, 15, 19, 27, 34, 43, 49, 45, 32], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 16, 20, 18, 13, 12, 18, 30, 41, 46, 47, 43, 33], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 21, 22, 19, 16, 15, 20, 31, 46, 57, 59, 50, 35], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 13, 17, 19, 18, 15, 17, 29, 53, 82, 100, 95, 74], 'name': 'Friday'}, {'data': [50, 31, 18, 0, 0, 0, 0, 0, 0, 0, 5, 9, 12, 15, 15, 15, 15, 19, 29, 44, 58, 62, 57, 48], 'name': 'Saturday'}, {'data': [41, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 12, 18, 22, 21, 19, 19, 25, 35, 42, 40, 30, 18], 'name': 'Sunday'}]","{'lat': 1.428142, 'lng': 103.7675043}"
4.0,"Famous JB Firewokz 21 Bukit Batok Cres Singapore 658065 Bukit Batok Cres, Singapore 658065","21 Bukit Batok Cres Singapore 658065 Bukit Batok Cres, Singapore 658065","['restaurant', 'food', 'point_of_interest', 'establishment']",Famous JB Firewokz,ChIJaXq0JG4Q2jERggfc-CzhJh0,8,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 1, 3, 7, 16, 27, 29, 16, 5, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18, 33, 35, 24, 9, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 27, 66, 87, 61, 24, 5, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 79, 100, 62, 20, 3, 0], 'name': 'Sunday'}]","{'lat': 1.3369689, 'lng': 103.7597618}"
4.2,"Earle Swensen's 3 Gateway Drive, #03-10/11,Westgate, Singapore 608532","3 Gateway Drive, #03-10/11,Westgate, Singapore 608532","['restaurant', 'food', 'point_of_interest', 'establishment']",Earle Swensen's,ChIJ5xgNHg8Q2jERXd44mUhrJpg,13,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19, 16, 2, 0, 0, 8, 19, 27, 22, 11, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 25, 30, 19, 8, 2, 2, 13, 25, 19, 13, 11, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 25, 36, 19, 8, 8, 13, 33, 55, 52, 27, 5, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 27, 27, 19, 13, 16, 27, 41, 50, 47, 36, 22, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16, 38, 33, 11, 2, 2, 13, 52, 100, 94, 44, 11, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 16, 25, 27, 25, 25, 38, 58, 69, 58, 36, 13, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 16, 22, 22, 25, 38, 58, 66, 55, 30, 13, 0], 'name': 'Sunday'}]","{'lat': 1.3343294, 'lng': 103.7429417}"
4.0,"Taman Jurong Market and Food Centre 3 Yung Sheng Rd, Singapore 618499","3 Yung Sheng Rd, Singapore 618499","['restaurant', 'food', 'point_of_interest', 'establishment']",Taman Jurong Market and Food Centre,ChIJHabbDPsP2jEROQtuba0GHhc,467,"[{'data': [1, 1, 1, 1, 1, 1, 2, 9, 12, 12, 9, 28, 75, 42, 1, 1, 0, 13, 24, 29, 26, 15, 3, 1], 'name': 'Monday'}, {'data': [1, 1, 1, 1, 1, 4, 15, 23, 24, 18, 15, 44, 88, 58, 3, 1, 1, 11, 26, 33, 27, 13, 1, 1], 'name': 'Tuesday'}, {'data': [1, 1, 1, 1, 1, 1, 11, 22, 27, 26, 20, 40, 93, 58, 0, 1, 1, 14, 26, 32, 29, 20, 7, 1], 'name': 'Wednesday'}, {'data': [1, 1, 1, 1, 1, 3, 14, 22, 23, 18, 14, 44, 100, 65, 4, 1, 2, 15, 26, 31, 27, 17, 4, 1], 'name': 'Thursday'}, {'data': [1, 1, 1, 1, 1, 3, 15, 24, 28, 25, 26, 54, 92, 72, 18, 1, 4, 21, 39, 48, 43, 28, 9, 1], 'name': 'Friday'}, {'data': [1, 1, 1, 1, 1, 1, 12, 33, 50, 54, 46, 39, 45, 42, 18, 4, 12, 28, 42, 48, 43, 29, 12, 1], 'name': 'Saturday'}, {'data': [1, 1, 1, 1, 1, 1, 1, 13, 31, 51, 68, 71, 58, 38, 18, 7, 9, 26, 48, 55, 38, 10, 1, 1], 'name': 'Sunday'}]","{'lat': 1.334463, 'lng': 103.721391}"
